state,department_name,address,phone,site
Colorado,Mountain View Police Department,"4176 Benton Street Mountain View, CO 80212",303-425-1748,www.tomv.org
Colorado,Mountain Village Police Department,"411 Mountain Village Boulevard Mountain Village, CO 81435",970-728-9281,NA
Colorado,Nederland Police Department,"55 Lakeview Drive Nederland, CO 80466",303-258-3250,NA
Colorado,New Castle Police Department,,970-984-2302,NA
Colorado,Northglenn Police Department,"11701 Community Center Drive Northglenn, CO 80233",303-450-8865,NA
Colorado,Olathe Police Department,"420 South Horton Avenue Olathe, CO 81425",970-252-4010,NA
Colorado,Otero County Sheriff's Department,"222 E 2nd Street La Junta, CO 81050",719-384-5941,www.oterocosheriff.com
Colorado,Ouray County Sheriff's Office,"541 4th Street Ouray, CO 81427",970-325-7272,NA
Colorado,Pagosa Springs Police Department,"551 Hot Springs Boulevard Pagosa Springs, CO 81147",970-264-4151,www.townofpagosasprings.com
Colorado,Palisade Police Department,"175 E 3rd Street Palisade, CO 81526",970-464-5601,NA
Colorado,Palmer Lake Police Department,"54 S Valley Road Palmer Lake, CO 80133",719-481-2934,NA
Colorado,Paonia Police Department,"214 Grand Avenue Paonia, CO 81428",970-527-4822,NA
Colorado,Park County Sheriff's Office,,719-836-2494,NA
Colorado,Parker Police Department,"19600 E Parker Sq Drive Parker, CO 80134",303-841-9800,NA
Colorado,Phillips County Sheriff's Office,"221 S Interocean Avenue Holyoke, CO 80734",970-854-3644,NA
Colorado,Pitkin County Sheriff's Office,"506 E Main Street Aspen, CO 81611",970-920-5300,www.aspenpitkin.com
Colorado,Prowers County Sheriff's Office,"103 E Oak Street Lamar, CO 81052",719-336-8050,NA
Colorado,Pueblo County Sheriff's Office,"909 Court Street Pueblo, CO 81003",719-583-6125,NA
Colorado,Pueblo Police Department,"200 South Main Street Pueblo, CO 81003",719-553-2538,NA
Colorado,Ridgway Marshal's Office,"201 N Railroad Street Ridgway, CO 81432",970-252-4020,www.ridgwaypd.com
Colorado,Rifle Police Department,"201 E 18th Street Rifle, CO 81650",970-665-6500,NA
Colorado,Rio Blanco County Sheriff's Office,"555 Main Street Meeker, CO 81641",970-878-9600,NA
Colorado,Rio Grande County Sheriff's Office,"640 Cherry Street Del Norte, CO 81132",719-657-4000,NA
Colorado,Rocky Ford Police Department,"203 S 9th Street Rocky Ford, CO 81067",719-254-3344,NA
Colorado,Routt County Sheriff's Office,"2025 Shield Drive Steamboat Springs, CO 80477",970-879-1090,NA
Colorado,Saguache County Sheriff's Office,"530 5th Street Saguache, CO 81149",719-655-2525,www.saguachecounty.net
Colorado,Salida Police Department,"124 E 3rd Street Salida, CO 81201",719-539-6880,NA
Colorado,San Juan County Sheriff's Office,"1557 Greene Street Silverton, CO 81433",970-387-5531,NA
Colorado,San Miguel County Sheriff's Office,"684 County Road 63L Telluride, CO 81435",970-728-1911,www.sanmiguelsheriff.com
Colorado,Sedgwick County Sheriff's Office,"315 Cedar Street Julesburg, CO 80737",970-474-3355,www.sedgwickcountygov.net
Colorado,Sheridan Police Department,"4101 S Federal Boulevard Sheridan, CO 80110",303-762-2234,NA
Colorado,Silt Police Department,"231 N 7th Street Silt, CO 81652",970-876-2735,NA
Colorado,Silverthorne Police Department,"601 Center Circle Silverthorne, CO 80498",970-262-7320,www.silverthorne.org
Colorado,Snowmass Village Police Department,"16 Kerns Road Snowmass Village, CO 81615",970-923-5330,NA
Colorado,Springfield Police Department,"748 Main Street Springfield, CO 81073",719-523-6241,NA
Colorado,Steamboat Springs Police Department,"840 Yampa Avenue Steamboat Springs, CO 80477",970-879-1144,NA
Colorado,Sterling Police Department,,970-522-3512,NA
Colorado,Summit County Sheriff's Office,"501 N Park Avenue Breckenridge, CO 80424",970-453-2232,NA
Colorado,Teller County Sheriff's Office,"11400 W Highway 24 Divide, CO 80814",719-687-9652,www.co.teller.co.us
Colorado,Telluride Marshal's Office,"134 S Spruce Telluride, CO 81435",970-728-3818,www.telluride-co.gov
Colorado,Thornton Police Department,"9551 Civic Center Drive Thornton, CO 80229",720-977-5150,NA
Colorado,Trinidad Police Department,"2309 East Main Street Trinidad, CO 81082",719-846-4441,trinidad.co.gov
Colorado,University of Colorado Boulder Police Department,"1050 Regent Drive Boulder, CO 80309",303-492-6666,www.colorado.edu
Colorado,University of Colorado Colorado Springs Police Department,"1420 Austin Bluffs Parkway Colorado Springs, CO 80933",719-262-3111,NA
Colorado,University of Colorado Denver Police Department,,303-724-4444,NA
Colorado,University of Northern Colorado Police Department,"1813 8th Avenue Greeley, CO 80639",970-351-2245,www.unco.edu
Colorado,Vail Police Department,"75 S Frontage Road E Vail, CO 81657",970-479-2200,NA
Colorado,Walsenburg Police Department,"525 S Albert Avenue Walsenburg, CO 81089",719-738-1044,www.cityofwalsenburg.com
Colorado,Washington County Sheriff's Office,"26861 Highway 34 Akron, CO 80720",970-345-2244,washcountysheriff.com
Colorado,Weld County Sheriff's Office,"1950 O Street Greeley, CO 80631",970-356-4015,www.weldsheriff.com
Colorado,Westminster Police Department,"9110 Yates Street Westminster, CO 80031",303-658-4360,NA
Colorado,Wheat Ridge Police Department,"7500 W 29th Avenue Wheat Ridge, CO 80033",303-237-2220,NA
Colorado,Windsor Police Department,"960 Diamond Valley Drive Windsor, CO 80550",970-686-7433,NA
Colorado,Woodland Park Police Department,"911 Tamarac Parkway Woodland Park, CO 80866",719-687-9262,city-woodlandpark.org
Colorado,Wray Police Department,"326 W 4th Street Wray, CO 80758",970-332-4802,www.wrayco.net
Colorado,Yuma County Sheriff's Office,"310 Ash Street Wray, CO 80758",970-332-4805,NA
Colorado,Yuma Police Department,"216 E 3rd Avenue Yuma, CO 80759",970-848-5441,yumapd.org
Connecticut,Andover Police Department,"17 School Road Andover, CT 06232",860-742-7305,NA
Connecticut,Ansonia Police Department,"2 Elm Street Ansonia, CT 06401",203-736-2140,NA
Connecticut,Avon Police Department,"60 W Main Street Avon, CT 06001",860-409-4200,www.town.avon.ct.us
Connecticut,Barkhamsted Police Department,"67 Ripley Hill Road Pleasant Valley, CT 06063",800-497-0403,NA
Connecticut,Berlin Police Department,"240 Kensington Road Berlin, CT 06037",860-828-7080,www.berlinpd.org
Connecticut,Bethany Police Department,"40 Peck Road Bethany, CT 06524",203-393-2100,NA
Connecticut,Bethel Police Department,"49 Plumtrees Road Bethel, CT 06801",203-743-5500,www.bethelct.org
Connecticut,Bethlehem Police Department,"36 Main Street Bethlehem, CT 06751",203-266-7405,NA
Connecticut,Bloomfield Police Department,"785 Park Avenue Bloomfield, CT 06002",860-242-5501,NA
Connecticut,Bolton Police Department,"222 Bolton Center Road Bolton, CT 06043",860-643-6060,bolton.govoffice.com
Connecticut,Branford Police Department,"33 Laurel Street Branford, CT 06405",203-481-4241,www.branfordpolice.com
Connecticut,Bridgeport Park Police Department,"1 Barnum Dyke Bridgeport, CT 06604",203-576-7233,www.siftings.com
Connecticut,Bridgeport Police Department,"300 Congress Street Bridgeport, CT 06604",203-581-5111,NA
Connecticut,Bristol Police Department,"131 N Main Street Bristol, CT 06010",860-584-3011,NA
Connecticut,Brookfield Police Department,"63 Silvermine Road Brookfield, CT 06804",203-740-4110,NA
Connecticut,Brooklyn Police Department,"4 Wolf Den Road Brooklyn, CT 06234",860-779-9008,NA
Connecticut,Burlington Police Department,"Rte 4 Spielman Highway Burlington, CT 06013",860-673-4856,www.burlingtonct.us
Connecticut,Canterbury Police Department,"1 Municipal Drive Canterbury, CT 06331",860-779-4900,NA
Connecticut,Canton Police Department,"45 River Road Canton, CT 06019",860-693-0221,NA
Connecticut,Central Connecticut State University Police Department,"1 Pikiell Drive New Britain, CT 06050",860-832-2375,www.ccsu.edu
Connecticut,Chaplin Police Department,"495 Phoenixville Road Chaplin, CT 06235",860-455-2069,NA
Connecticut,Cheshire Police Department,"500 Highland Avenue Cheshire, CT 06410",203-271-5500,NA
Connecticut,Chester Police Department,"203 Middlesex Avenue Chester, CT 06412",860-526-3605,www.chesterct.com
Connecticut,Clinton Police Department,"170 E Main Street Clinton, CT 06413",860-669-0451,www.clintonct.net
Connecticut,Colchester Police Department,"127 Norwich Avenue Colchester, CT 06415",860-537-7500,www.colchesterct.gov
Connecticut,Connecticut State Police,"1111 Country Club Road Middletown, CT 06457",860-685-8190,www.ct.gov
Connecticut,Coventry Police Department,"1585 Main Street Coventry, CT 06238",860-742-7331,www.coventryct.org
Connecticut,Cromwell Police Department,"5 West Street Cromwell, CT 06416",860-635-2256,www.cromwellpd.com
Connecticut,Danbury Police Department,"375 Main Street Danbury, CT 06810",203-797-4614,www.ci.danbury.ct.us
Connecticut,Darien Police Department,"25 Hecker Avenue Darien, CT 06820",203-662-5300,www.darienpolice.org
Connecticut,Deep River Police Department,"174 Main Street Deep River, CT 06417",860-526-6027,NA
Connecticut,Derby Police Department,"125 Water Street Derby, CT 06418",203-735-7811,NA
Connecticut,Durham Police Department,"24 Town House Road Durham, CT 06422",800-256-5761,NA
Connecticut,East Granby Police Department,"9 Center Street East Granby, CT 06026",860-653-5385,NA
Connecticut,East Hampton Police Department,"20 E High Street East Hampton, CT 06424",860-267-9922,www.easthamptonct.org
Connecticut,East Haven Police Department,"471 N High Street East Haven, CT 06512",203-468-3820,NA
Connecticut,East Lyme Police Department,"278 Main Street Niantic, CT 06357",860-739-5900,www.eltownhall.com
Connecticut,East Windsor Police Department,"25 School Street East Windsor, CT 06088",860-292-8240,www.eastwindsor-ct.gov
Connecticut,Eastern Connecticut State University Police Department,"83 Windham Street Willimantic, CT 06226",860-465-5310,nutmeg.easternct.edu
Connecticut,Eastford Police Department,"16 Westford Road Eastford, CT 06242",860-779-4900,NA
Connecticut,Ellington Police Department,"33 Arbor Commons Ellington, CT 06029",860-875-1522,NA
Connecticut,Enfield Police Department,"293 Elm Street Enfield, CT 06082",860-763-6400,NA
Connecticut,Essex Police Department,"29 West Avenue Essex, CT 06426",860-767-1054,www.essexct.gov
Connecticut,Fairfield Police Department,"100 Reef Road Fairfield, CT 06824",203-254-4800,www.fpdct.com
Connecticut,Farmington Police Department,"319 New Britain Avenue Unionville, CT 06085",860-675-2400,www.farmington-ct.org
Connecticut,Glastonbury Police Department,"2155 Main Street Glastonbury, CT 06033",860-633-8301,NA
Connecticut,Granby Police Department,"15 N Granby Road Granby, CT 06035",860-844-5335,www.granby-ct.gov
Connecticut,Greenwich Police Department,"15 Havemeyer Place Greenwich, CT 06830",,www.greenwichct.org
Connecticut,Griswold Police Department,"28 Main Street Jewett City, CT 06351",860-376-4996,www.griswold-ct.org
Connecticut,Groton Police Department,"68 Groton Long Point Road Groton, CT 06340",860-441-6607,www.town.groton.ct.us
Connecticut,Guilford Police Department,"400 Church Street Guilford, CT 06437",203-453-8061,NA
Connecticut,Haddam Police Department,"30 Field Park Drive Haddam, CT 06438",860-345-2769,www.haddam.org
Connecticut,Hamden Police Department,"2900 Dixwell Avenue Hamden, CT 06518",203-230-4000,www.hamden.com
Connecticut,Hartford Police Department,"50 Jennings Road Hartford, CT 06120",860-757-4000,www.hartford.gov
Connecticut,Hebron Police Department,"44 Main Street Hebron, CT 06248",860-228-3710,www.hebronct.com
Connecticut,Kent Police Department,"41 Kent Green Bouldevard Kent, CT 06757",800-953-9949,www.townofkentct.org
Connecticut,Killingly Police Department,"185 Broad Street Danielson, CT 06239",860-779-3900,NA
Connecticut,Lebanon Police Department,"23 Goshen Hill Road Lebanon, CT 06249",860-642-7730,www.lebanontownhall.org
Connecticut,Ledyard Police Department,"11 Lorenz Parkway Ledyard, CT 06339",860-464-6400,NA
Connecticut,Lisbon Police Department,"1 Newent Road Jewett City, CT 06351",860-376-8868,NA
Connecticut,Madison Police Department,"9 Campus Drive Madison, CT 06443",203-245-2721,www.madisonct.org
Connecticut,Manchester Police Department,"239 E Middle Turnpike Manchester, CT 06045",860-645-5500,www.manchesterpolice.org
Connecticut,Mansfield Police Department,"4 S Eagleville Road Mansfield, CT 06268",860-429-6024,NA
Connecticut,Meriden Police Department,"142 E Main Street Meriden, CT 06450",203-238-1911,NA
Connecticut,Middletown Police Department,"222 Main Street Middletown, CT 06457",860-344-3200,www.cityofmiddletownpolice.com
Connecticut,Milford Police Department,"430 Boston Post Road Milford, CT 06460",203-878-6551,NA
Connecticut,Montville Police Department,"89 Fort Shantok Road Uncasville, CT 06382",860-848-7510,www.townofmontville.org
Connecticut,Naugatuck Police Department,"211 Spring Street Naugatuck, CT 06770",203-729-5222,NA
Connecticut,New Britain Police Department,"125 Columbus Bouldevard New Britain, CT 06051",860-826-3000,NA
Connecticut,New Canaan Police Department,"174 South Avenue New Canaan, CT 06840",203-594-3500,NA
Connecticut,New Hartford Police Department,"530 Main Street New Hartford, CT 06057",860-379-8621,NA
Connecticut,New Haven Police Department,"1 Union Avenue New Haven, CT 06519",203-946-6255,www.cityofnewhaven.com
Connecticut,New London Police Department,"5 Governor Winthrop Bouldevard New London, CT 06320",860-447-5269,NA
Connecticut,New Milford Police Department,"49 Poplar Ln New Milford, CT 06776",860-355-3133,www.newmilfordpolice.org
Connecticut,Newington Police Department,"131 Cedar Street Newington, CT 06111",860-666-8445,www.newingtonct.gov
Connecticut,Newtown Police Department,"3 Main Street Newtown, CT 06470",203-426-5841,www.newtown-ct.gov
Connecticut,North Branford Police Department,"909 Foxon Road North Branford, CT 06472",203-484-2703,www.nbpolicect.org
Connecticut,North Haven Police Department,"18 Church Street North Haven, CT 06473",203-239-5321,NA
Connecticut,North Stonington Police Department,"40 Main Street North Stonington, CT 06359",860-535-1451,NA
Connecticut,Norwalk Police Department,"One Monroe Street Norwalk, CT 06854",203-854-3000,www.norwalkpd.com
Connecticut,Norwich Police Department,"70 Thames Street Norwich, CT 06360",860-886-5561,www.norwichpolice.org
Connecticut,Old Lyme Police Department,"294 Shore Road Old Lyme, CT 06371",860-434-1986,www.oldlyme-ct.gov
Connecticut,Old Saybrook Police Department,"225 Main Street Old Saybrook, CT 06475",860-395-3140,www.oldsaybrookct.org
Connecticut,Orange Police Department,"314 Lambert Road Orange, CT 06477",203-891-2136,www.orange-ct.gov
Connecticut,Oxford Police Department,"429 Oxford Road Oxford, CT 06478",203-888-4353,NA
Connecticut,Plainfield Police Department,"210 Norwich Road Plainfield, CT 06374",860-564-0804,plainfieldpd.yolasite.com
Connecticut,Plainville Police Department,"1 Central Sq Plainville, CT 06062",860-747-1616,www.plainvillect.com
Connecticut,Plymouth Police Department,"80 Main Street Terryville, CT 06786",860-589-7779,NA
Connecticut,Portland Police Department,"634 Main Street Portland, CT 06480",860-342-6780,NA
Connecticut,Prospect Police Department,"8 Center Street Prospect, CT 06712",203-758-6150,NA
Connecticut,Redding Police Department,"96 Hill Road Redding, CT 06896",203-938-3400,www.reddingpolice-ct.us
Connecticut,Ridgefield Police Department,"76 E Ridge Ridgefield, CT 06877",203-438-6531,www.ridgefieldct.org
Connecticut,Rocky Hill Police Department,"699 Old Main Street Rocky Hill, CT 06067",860-258-7640,www.rockyhillpd.com
